[ 2025-07-11 17:19:18,940 ] - 74 - INFO - Started data ingestion
[ 2025-07-11 17:20:20,955 ] - 52 - INFO - Spliiting the data as train and test set started
[ 2025-07-11 17:20:20,962 ] - 54 - INFO - Spliiting the data as train and test set ended
[ 2025-07-11 17:20:20,962 ] - 62 - INFO - Exporting train and test file path
[ 2025-07-11 17:20:21,560 ] - 65 - INFO - Exported train and test file path
[ 2025-07-11 17:20:21,834 ] - 33 - INFO - Number of columns 2
[ 2025-07-11 17:20:21,834 ] - 34 - INFO - Dataframe has 50 number of columns
[ 2025-07-11 17:20:21,834 ] - 33 - INFO - Number of columns 2
[ 2025-07-11 17:20:21,834 ] - 34 - INFO - Dataframe has 50 number of columns
[ 2025-07-11 17:20:21,847 ] - 67 - INFO - error occured in python script [D:\Network Security\networksecurity\components\data_validation.py] line number [57] error message [name 'column' is not defined]
[ 2025-07-11 17:20:21,862 ] - 103 - INFO - error occured in python script [D:\Network Security\networksecurity\components\data_validation.py] line number [85] error message [error occured in python script [D:\Network Security\networksecurity\components\data_validation.py] line number [57] error message [name 'column' is not defined]]
[ 2025-07-11 17:20:21,862 ] - 22 - INFO - error occured in python script [D:\Network Security\main.py] line number [19] error message [error occured in python script [D:\Network Security\networksecurity\components\data_validation.py] line number [85] error message [error occured in python script [D:\Network Security\networksecurity\components\data_validation.py] line number [57] error message [name 'column' is not defined]]]
